"","X","Title","Artist","ConstituentID","ArtistBio","Nationality","BeginDate","EndDate","Gender","Date","Medium","Dimensions","CreditLine","AccessionNumber","Classification","Department","DateAcquired","Cataloged","ObjectID","URL","ThumbnailURL","Circumference..cm.","Depth..cm.","Diameter..cm.","Height..cm.","Length..cm.","Weight..kg.","Width..cm.","Seat.Height..cm.","Duration..sec..","X0","artist_age","artist_dead","artist_age_acq"
"117734","117732","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 6 x 4 1/8"" (15.3 x 10.5 cm)","Purchase","1643.1968.2","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174565","","",NA,NA,NA,15.3,NA,NA,10.5,NA,"","American",47,1,0
"117735","117733","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 8 15/16 x 5 13/16"" (22.7 x 14.8 cm)","Purchase","1643.1968.3","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174566","","",NA,NA,NA,22.7,NA,NA,14.8,NA,"","American",47,1,0
"117736","117734","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 8 3/16 x 5 3/4"" (20.8 x 14.6 cm)","Purchase","1643.1968.4","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174567","","",NA,NA,NA,20.8,NA,NA,14.6,NA,"","American",47,1,0
"117737","117735","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet (unfolded): 8 1/4 x 10 7/16"" (21 x 26.5 cm)","Purchase","1643.1968.5","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174568","","",NA,NA,NA,21,NA,NA,26.5,NA,"","American",47,1,0
"117738","117736","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 12 3/8 x 9"" (31.4 x 22.8 cm)","Purchase","1643.1968.6","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174569","","",NA,NA,NA,31.4,NA,NA,22.8,NA,"","American",47,1,0
"117739","117737","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 7 13/16 x 12 5/8"" (19.9 x 32 cm)","Purchase","1643.1968.7","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174570","","",NA,NA,NA,19.9,NA,NA,32,NA,"","American",47,1,0
"117740","117738","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 11 7/16 x 7"" (29.1 x 17.8 cm)","Purchase","1643.1968.8","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174571","","",NA,NA,NA,29.1,NA,NA,17.8,NA,"","American",47,1,0
"117741","117739","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet (unfolded): 8 5/16 x 33 7/8"" (21.1 x 86 cm)","Purchase","1643.1968.9","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174572","","",NA,NA,NA,21.1,NA,NA,86,NA,"","American",47,1,0
"117742","117740","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 7 7/8 x 10 5/16"" (20 x 26.2 cm)","Purchase","1643.1968.10","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174573","","",NA,NA,NA,20,NA,NA,26.2,NA,"","American",47,1,0
"117743","117741","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 9 3/4 x 8 15/16"" (24.8 x 22.7 cm)","Purchase","1643.1968.11","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174574","","",NA,NA,NA,24.8,NA,NA,22.7,NA,"","American",47,1,0
"117744","117742","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 12 x 7 15/16"" (30.5 x 20.2 cm)","Purchase","1643.1968.12","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174575","","",NA,NA,NA,30.5,NA,NA,20.2,NA,"","American",47,1,0
"117745","117743","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 6 3/8 x 5 1/8"" (16.2 x 13 cm)","Purchase","1643.1968.13","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174576","","",NA,NA,NA,16.2,NA,NA,13,NA,"","American",47,1,0
"117746","117744","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 8 15/16 x 5 11/16"" (22.7 x 14.5 cm)","Purchase","1643.1968.14","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174577","","",NA,NA,NA,22.7,NA,NA,14.5,NA,"","American",47,1,0
"117747","117745","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet (irreg.): 5 1/2 x 4 3/4"" (14 x 12 cm)","Purchase","1643.1968.15","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174578","","",NA,NA,NA,14,NA,NA,12,NA,"","American",47,1,0
"117748","117746","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 3 3/4 x 5 9/16"" (9.6 x 14.1 cm)","Purchase","1643.1968.16","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174579","","",NA,NA,NA,9.6,NA,NA,14.1,NA,"","American",47,1,0
"117749","117747","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 9 1/16 x 6 1/4"" (23 x 15.9 cm)","Purchase","1643.1968.17","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174580","","",NA,NA,NA,23,NA,NA,15.9,NA,"","American",47,1,0
"117750","117748","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 3 1/2 x 4 7/16"" (8.9 x 11.2 cm)","Purchase","1643.1968.18","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174581","","",NA,NA,NA,8.9,NA,NA,11.2,NA,"","American",47,1,0
"117751","117749","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 7 3/8 x 7 15/16"" (18.8 x 20.2 cm)","Purchase","1643.1968.19","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174582","","",NA,NA,NA,18.8,NA,NA,20.2,NA,"","American",47,1,0
"117752","117750","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 8 7/8 x 5 11/16"" (22.5 x 14.5 cm)","Purchase","1643.1968.20","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174583","","",NA,NA,NA,22.5,NA,NA,14.5,NA,"","American",47,1,0
"117753","117751","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 4 15/16 x 4 1/4"" (12.6 x 10.8 cm)","Purchase","1643.1968.21","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174584","","",NA,NA,NA,12.6,NA,NA,10.8,NA,"","American",47,1,0
"117754","117752","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 5 1/16 x 4 7/16"" (12.9 x 11.3 cm)","Purchase","1643.1968.22","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174585","","",NA,NA,NA,12.9,NA,NA,11.3,NA,"","American",47,1,0
"117755","117753","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 6 5/16 x 5 1/8"" (16.1 x 13 cm)","Purchase","1643.1968.23","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174586","","",NA,NA,NA,16.1,NA,NA,13,NA,"","American",47,1,0
"117756","117754","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 2 13/16 x 5 5/8"" (7.2 x 14.3 cm)","Purchase","1643.1968.24","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174587","","",NA,NA,NA,7.2,NA,NA,14.3,NA,"","American",47,1,0
"117757","117755","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 8 11/16 x 5 1/16"" (22 x 12.8 cm)","Purchase","1643.1968.25","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174588","","",NA,NA,NA,22,NA,NA,12.8,NA,"","American",47,1,0
"117758","117756","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 3 1/4 x 6 3/4"" (8.3 x 17.2 cm)","Purchase","1643.1968.26","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174589","","",NA,NA,NA,8.3,NA,NA,17.2,NA,"","American",47,1,0
"117759","117757","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 5 11/16 x 6 1/16"" (14.5 x 15.4 cm)","Purchase","1643.1968.27","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174590","","",NA,NA,NA,14.5,NA,NA,15.4,NA,"","American",47,1,0
"117760","117758","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 6 7/8 x 5 11/16"" (17.5 x 14.5 cm)","Purchase","1643.1968.28","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174591","","",NA,NA,NA,17.5,NA,NA,14.5,NA,"","American",47,1,0
"117761","117759","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 9 1/16 x 6"" (23 x 15.2 cm)","Purchase","1643.1968.29","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174592","","",NA,NA,NA,23,NA,NA,15.2,NA,"","American",47,1,0
"117762","117760","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 6 3/8 x 5 1/16"" (16.2 x 12.9 cm)","Purchase","1643.1968.30","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174593","","",NA,NA,NA,16.2,NA,NA,12.9,NA,"","American",47,1,0
"117763","117761","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 8 7/16 x 5 3/8"" (21.5 x 13.7 cm)","Purchase","1643.1968.31","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174594","","",NA,NA,NA,21.5,NA,NA,13.7,NA,"","American",47,1,0
"117764","117762","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 11 7/16 x 6 3/4"" (29 x 17.2 cm)","Purchase","1643.1968.32","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174595","","",NA,NA,NA,29,NA,NA,17.2,NA,"","American",47,1,0
"117765","117763","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 9 1/16 x 6 1/16"" (23 x 15.4 cm)","Purchase","1643.1968.33","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174596","","",NA,NA,NA,23,NA,NA,15.4,NA,"","American",47,1,0
"117766","117764","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet (unfolded): 8 7/16 x 10 11/16"" (21.5 x 27.2 cm)","Purchase","1643.1968.34","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174597","","",NA,NA,NA,21.5,NA,NA,27.2,NA,"","American",47,1,0
"117767","117765","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 9 1/16 x 6 1/16"" (23 x 15.4 cm)","Purchase","1643.1968.35","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174598","","",NA,NA,NA,23,NA,NA,15.4,NA,"","American",47,1,0
"117768","117766","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 4 5/8 x 5 7/16"" (11.7 x 13.8 cm)","Purchase","1643.1968.36","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174599","","",NA,NA,NA,11.7,NA,NA,13.8,NA,"","American",47,1,0
"117769","117767","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 10 7/8 x 7 1/4"" (27.7 x 18.4 cm)","Purchase","1643.1968.37","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174600","","",NA,NA,NA,27.7,NA,NA,18.4,NA,"","American",47,1,0
"117770","117768","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 6 1/8 x 8 7/16"" (15.5 x 21.5 cm)","Purchase","1643.1968.38","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174601","","",NA,NA,NA,15.5,NA,NA,21.5,NA,"","American",47,1,0
"117771","117769","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 5 7/8 x 3 13/16"" (15 x 9.7 cm)","Purchase","1643.1968.39","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174602","","",NA,NA,NA,15,NA,NA,9.7,NA,"","American",47,1,0
"117772","117770","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 9 3/16 x 7 1/2"" (23.3 x 19.1 cm)","Purchase","1643.1968.40","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174603","","",NA,NA,NA,23.3,NA,NA,19.1,NA,"","American",47,1,0
"117773","117771","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 8 x 6 1/2"" (20.3 x 16.5 cm)","Purchase","1643.1968.41","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174604","","",NA,NA,NA,20.3,NA,NA,16.5,NA,"","American",47,1,0
"117774","117772","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 10 3/16 x 8 3/16"" (25.8 x 20.8 cm)","Purchase","1643.1968.42","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174605","","",NA,NA,NA,25.8,NA,NA,20.8,NA,"","American",47,1,0
"117775","117773","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 3 15/16 x 6 15/16"" (10 x 17.7 cm)","Purchase","1643.1968.43","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174606","","",NA,NA,NA,10,NA,NA,17.7,NA,"","American",47,1,0
"117776","117774","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 7 13/16 x 12 3/16"" (19.8 x 30.9 cm)","Purchase","1643.1968.44","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174607","","",NA,NA,NA,19.8,NA,NA,30.9,NA,"","American",47,1,0
"117777","117775","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 9 1/2 x 12"" (24.2 x 30.5 cm); mount: 12 3/16 x 9 13/16"" (30.9 x 25 cm)","Purchase","1643.1968.45","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174608","","",NA,NA,NA,24.2,NA,NA,30.5,NA,"","American",47,1,0
"117778","117776","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 9 x 6 1/16"" (22.9 x 15.4 cm)","Purchase","1643.1968.46","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174609","","",NA,NA,NA,22.9,NA,NA,15.4,NA,"","American",47,1,0
"117779","117777","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 9 1/16 x 6 1/8"" (23 x 15.5 cm)","Purchase","1643.1968.47","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174610","","",NA,NA,NA,23,NA,NA,15.5,NA,"","American",47,1,0
"117780","117778","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 4 x 5 3/16"" (10.2 x 13.1 cm)","Purchase","1643.1968.48","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174611","","",NA,NA,NA,10.2,NA,NA,13.1,NA,"","American",47,1,0
"117781","117779","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 10 11/16 x 8 5/16"" (27.1 x 21.1 cm)","Purchase","1643.1968.49","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174612","","",NA,NA,NA,27.1,NA,NA,21.1,NA,"","American",47,1,0
"117782","117780","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 10 11/16 x 8 3/8"" (27.2 x 21.2 cm)","Purchase","1643.1968.50","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174613","","",NA,NA,NA,27.2,NA,NA,21.2,NA,"","American",47,1,0
"117783","117781","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 5 7/8 x 4 7/16"" (15 x 11.3 cm)","Purchase","1643.1968.51","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174614","","",NA,NA,NA,15,NA,NA,11.3,NA,"","American",47,1,0
"117784","117782","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 11 1/2 x 7 7/8"" (29.2 x 20 cm)","Purchase","1643.1968.52","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174615","","",NA,NA,NA,29.2,NA,NA,20,NA,"","American",47,1,0
"117785","117783","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 10 13/16 x 7 11/16"" (27.5 x 19.6 cm)","Purchase","1643.1968.53","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174616","","",NA,NA,NA,27.5,NA,NA,19.6,NA,"","American",47,1,0
"117786","117784","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 11 5/16 x 8 3/4"" (28.7 x 22.3 cm)","Purchase","1643.1968.54","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174617","","",NA,NA,NA,28.7,NA,NA,22.3,NA,"","American",47,1,0
"117787","117785","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 2 15/16 x 5 1/2"" (7.5 x 13.9 cm)","Purchase","1643.1968.55","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174618","","",NA,NA,NA,7.5,NA,NA,13.9,NA,"","American",47,1,0
"117788","117786","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 4 1/8 x 3 13/16"" (10.5 x 9.7 cm)","Purchase","1643.1968.56","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174619","","",NA,NA,NA,10.5,NA,NA,9.7,NA,"","American",47,1,0
"117789","117787","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 7 5/16 x 11 5/16"" (18.5 x 28.8 cm)","Purchase","1643.1968.57","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174620","","",NA,NA,NA,18.5,NA,NA,28.8,NA,"","American",47,1,0
"117790","117788","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1934.0","Collotype reproduction","sheet: 4 3/8 x 8 3/8"" (11.1 x 21.2 cm)","Purchase","1643.1968.58","Illustrated Book","Prints & Illustrated Books","1968-12-11","N","174621","","",NA,NA,NA,11.1,NA,NA,21.2,NA,"","American",47,1,0
