"","X","Title","Artist","ConstituentID","ArtistBio","Nationality","BeginDate","EndDate","Gender","Date","Medium","Dimensions","CreditLine","AccessionNumber","Classification","Department","DateAcquired","Cataloged","ObjectID","URL","ThumbnailURL","Circumference..cm.","Depth..cm.","Diameter..cm.","Height..cm.","Length..cm.","Weight..kg.","Width..cm.","Seat.Height..cm.","Duration..sec..","X0","artist_age","artist_dead","artist_age_acq"
"31463","31462","The Bride (plate, page 61) from The Large Glass and Related Works, Vol. 1","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1965.0","Etching and aquatint from an illustrated book with nine etching and aquatints and 144 photolithographic reproductions of manuscript notes","plate: 10 7/16 x 4 1/2"" (26.5 x 11.5 cm); page: 16 7/16 x 9 13/16"" (41.7 x 25 cm)","Monroe Wheeler Fund","2501.1967.A02","Illustrated Book","Prints & Illustrated Books","1967-12-13","N","32785","","",NA,NA,NA,26.5,NA,NA,11.5,NA,"","American",78,0,1
"31464","31463","Top Inscription or Milky Way with The Nine Shots (double page plate, pages 64 and 65) from The Large Glass and Related Works, Vol. 1","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1965.0","Etching and aquatint from an illustrated book with nine etching and aquatints and 144 photolithographic reproductions of manuscript notes","plate: 6 3/16 x 13 1/2"" (15.7 x 34.3 cm); page (each): 16 7/16 x 9 13/16"" (41.7 x 25 cm)","Monroe Wheeler Fund","2501.1967.A03","Illustrated Book","Prints & Illustrated Books","1967-12-13","N","32786","","",NA,NA,NA,15.7,NA,NA,34.3,NA,"","American",78,0,1
"31465","31464","The Nine Malic Moulds and The Capillary Tubes (plate, page 69) from The Large Glass and Related Works, Vol. 1","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1965.0","Etching and aquatint from an illustrated book with nine etching and aquatints and 144 photolithographic reproductions of manuscript notes","plate: 5 3/16 x 6 15/16"" (13.2 x 17.6cm); page: 16 7/16 x 9 13/16"" (41.7 x 25 cm)","Monroe Wheeler Fund","2501.1967.A04","Illustrated Book","Prints & Illustrated Books","1967-12-13","N","32787","","",NA,NA,NA,13.2,NA,NA,17.6,NA,"","American",78,0,1
"31466","31465","The Sieves or Parasols (plate, page 73) from The Large Glass and Related Works, Vol. 1","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1965.0","Etching and aquatint from an illustrated book with nine etching and aquatints and 144 photolithographic reproductions of manuscript notes","plate: 6 15/16 x 5 3/16"" (17.7 x 13.1 cm); page: 16 3/8 x 9 13/16"" (41.6 x 25 cm)","Monroe Wheeler Fund","2501.1967.A05","Illustrated Book","Prints & Illustrated Books","1967-12-13","N","32788","","",NA,NA,NA,17.7,NA,NA,13.1,NA,"","American",78,0,1
"31467","31466","The Oculist Witnesses (plate, page 77) from The Large Glass and Related Works, Vol. 1","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1965.0","Etching and aquatint from an illustrated book with nine etching and aquatints and 144 photolithographic reproductions of manuscript notes","plate: 5 9/16 x 3 11/16"" (14.1 x 9.3cm); page: 16 7/16 x 9 13/16"" (41.8 x 25 cm)","Monroe Wheeler Fund","2501.1967.A06","Illustrated Book","Prints & Illustrated Books","1967-12-13","N","32789","","",NA,NA,NA,14.1,NA,NA,9.3,NA,"","American",78,0,1
"31468","31467","The Water-Mill (plate, page 81) from The Large Glass and Related Works, Vol. 1","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1965.0","Etching and aquatint from an illustrated book with nine etching and aquatints and 144 photolithographic reproductions of manuscript notes","plate: 9 11/16 x 5 1/2"" (24.6 x 13.9cm); page: 16 7/16 x 9 13/16"" (41.7 x 25 cm)","Monroe Wheeler Fund","2501.1967.A07","Illustrated Book","Prints & Illustrated Books","1967-12-13","N","32790","","",NA,NA,NA,24.6,NA,NA,13.9,NA,"","American",78,0,1
"31469","31468","The Chocolate Grinder and The Scissors (double page plate, pages 84 and 85) from The Large Glass and Related Works, Vol. 1","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1965.0","Etching and aquatint from an illustrated book with nine etching and aquatints and 144 photolithographic reproductions of manuscript notes","plate: 10 1/16 x 12 13/16"" (25.6 x 32.6 cm); page: 16 7/16 x 9 13/16"" (41.7 x 25 cm)","Monroe Wheeler Fund","2501.1967.A08","Illustrated Book","Prints & Illustrated Books","1967-12-13","N","32791","","",NA,NA,NA,25.6,NA,NA,32.6,NA,"","American",78,0,1
"31470","31469","The Large Glass, with missing elements added or The Large Glass Completed (plate, page 89) from The Large Glass and Related Works, Vol. 1","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1965.0","Etching and aquatint from an illustrated book with nine etching and aquatints and 144 photolithographic reproductions of manuscript notes","plate: 14 x 9 3/8"" (35.6 x 23.8cm); page: 16 7/16 x 9 13/16"" (41.7 x 25 cm)","Monroe Wheeler Fund","2501.1967.A09","Illustrated Book","Prints & Illustrated Books","1967-12-13","N","32792","","",NA,NA,NA,35.6,NA,NA,23.8,NA,"","American",78,0,1
"31471","31470","First state of The Large Glass (supplementary suite, plate 1) from The Large Glass and Related Works, Vol. 1","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1965.0","Etching from the supplementary suite of 17 etchings (9 with aquatint)","plate: 13 7/8 x 9 3/8"" (35.3 x 23.8 cm); sheet: 19 7/8 x 12 15/16"" (50.5 x 32.8 cm)","Monroe Wheeler Fund","2501.1967.B01","Illustrated Book","Prints & Illustrated Books","1967-12-13","N","32793","","",NA,NA,NA,35.3,NA,NA,23.8,NA,"","American",78,0,1
"31472","31471","Duplicate of The Large Glass (supplementary suite, plate 2) from The Large Glass and Related Works, Vol. 1","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1965.0","Etching and aquatint from the supplementary suite of 17 etchings (9 with aquatint)","plate: 13 15/16 x 9 3/8"" (35.4 x 23.8 cm); sheet: 19 15/16 x 12 15/16"" (50.6 x 32.8 cm)","Monroe Wheeler Fund","2501.1967.B02","Illustrated Book","Prints & Illustrated Books","1967-12-13","N","32794","","",NA,NA,NA,35.4,NA,NA,23.8,NA,"","American",78,0,1
"31473","31472","First state of The Bride (supplementary suite, plate 3) from The Large Glass and Related Works, Vol. 1","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1965.0","Etching from the supplementary suite of 17 etchings (9 with aquatint)","plate: 10 1/2 x 4 5/8"" (26.7 x 11.8cm); sheet: 12 11/16 x 9 15/16"" (32.3 x 25.3cm)","Monroe Wheeler Fund","2501.1967.B03","Illustrated Book","Prints & Illustrated Books","1967-12-13","N","32795","","",NA,NA,NA,26.7,NA,NA,11.8,NA,"","American",78,0,1
"31474","31473","Duplicate of The Bride (supplementary suite, plate 4) from The Large Glass and Related Works, Vol. 1","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1965.0","Etching and aquatint from the supplementary suite of 17 etchings (9 with aquatint)","plate: 10 1/2 x 4 11/16"" (26.7 x 11.9 cm); sheet: 12 15/16 x 9 15/16"" (32.8 x 25.3 cm)","Monroe Wheeler Fund","2501.1967.B04","Illustrated Book","Prints & Illustrated Books","1967-12-13","N","32796","","",NA,NA,NA,26.7,NA,NA,11.9,NA,"","American",78,0,1
"31475","31474","First state of Top Inscription or Milky Way with The Nine Shots (supplementary suite, plate 5) from The Large Glass and Related Works, Vol. 1","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1965.0","Etching from the supplementary suite of 17 etchings (9 with aquatint)
","plate: 6 3/16 x 13 11/16"" (15.7 x 34.7 cm); sheet: 12 7/8 x 19 13/16"" (32.7 x 50.3 cm)","Monroe Wheeler Fund","2501.1967.B05","Illustrated Book","Prints & Illustrated Books","1967-12-13","N","32797","","",NA,NA,NA,15.7,NA,NA,34.7,NA,"","American",78,0,1
"31476","31475","Duplicate of Top Inscription or Milky Way with The Nine Shots (supplementary suite, plate 6) from The Large Glass and Related Works, Vol. 1","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1965.0","Etching and aquatint from the supplementary suite of 17 etchings (9 with aquatint)","plate: 6 3/16 x 13 11/16"" (15.7 x 34.7 cm); sheet: 13 x 19 15/16"" (33 x 50.6cm)","Monroe Wheeler Fund","2501.1967.B06","Illustrated Book","Prints & Illustrated Books","1967-12-13","N","32798","","",NA,NA,NA,15.7,NA,NA,34.7,NA,"","American",78,0,1
"31477","31476","First state of The Nine Malic Moulds and The Capillary Tubes (supplementary suite, plate 7) from The Large Glass and Related Works, Vol. 1","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1965.0","Etching from the supplementary suite of 17 etchings (9 with aquatint)
","plate: 5 3/16 x 7"" (13.2 x 17.8cm); sheet: 12 13/16 x 10"" (32.5 x 25.4 cm)","Monroe Wheeler Fund","2501.1967.B07","Illustrated Book","Prints & Illustrated Books","1967-12-13","N","32799","","",NA,NA,NA,13.2,NA,NA,17.8,NA,"","American",78,0,1
"31478","31477","Duplicate of The Nine Malic Moulds and The Capillary Tubes (supplementary suite, plate 8) from The Large Glass and Related Works, Vol. 1","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1965.0","Etching and aquatint from the supplementary suite of 17 etchings (9 with aquatint)","plate: 5 3/16 x 7"" (13.2 x 17.8cm); sheet: 12 13/16 x 9 15/16"" (32.6 x 25.3cm)","Monroe Wheeler Fund","2501.1967.B08","Illustrated Book","Prints & Illustrated Books","1967-12-13","N","32800","","",NA,NA,NA,13.2,NA,NA,17.8,NA,"","American",78,0,1
"31479","31478","First state of The Sieves or Parasols (supplementary suite, plate 9) from The Large Glass and Related Works, Vol. 1","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1965.0","Etching from the supplementary suite of 17 etchings (9 with aquatint)
","plate: 7 x 5 1/4"" (17.8 x 13.4cm); sheet: 12 7/8 x 9 15/16"" (32.7 x 25.2 cm)","Monroe Wheeler Fund","2501.1967.B09","Illustrated Book","Prints & Illustrated Books","1967-12-13","N","32801","","",NA,NA,NA,17.8,NA,NA,13.4,NA,"","American",78,0,1
"31480","31479","Duplicate of The Sieves or Parasols (supplementary suite, plate 10) from The Large Glass and Related Works, Vol. 1","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1965.0","Etching and aquatint from the supplementary suite of 17 etchings (9 with aquatint)","plate: 7 x 5 1/4"" (17.8 x 13.3cm); sheet: 12 13/16 x 9 15/16"" (32.5 x 25.2cm)","Monroe Wheeler Fund","2501.1967.B10","Illustrated Book","Prints & Illustrated Books","1967-12-13","N","32802","","",NA,NA,NA,17.8,NA,NA,13.3,NA,"","American",78,0,1
"31481","31480","First state of The Oculist Witnesses (supplementary suite, plate 11) from The Large Glass and Related Works, Vol. 1","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1965.0","Etching from the supplementary suite of 17 etchings (9 with aquatint)
","plate: 5 9/16 x 3 3/4"" (14.2 x 9.5cm); sheet: 12 15/16 x 10"" (32.8 x 25.4 cm)","Monroe Wheeler Fund","2501.1967.B11","Illustrated Book","Prints & Illustrated Books","1967-12-13","N","32803","","",NA,NA,NA,14.2,NA,NA,9.5,NA,"","American",78,0,1
"31482","31481","Duplicate of The Oculist Witnesses (supplementary suite, plate 12) from The Large Glass and Related Works, Vol. 1","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1965.0","Etching and aquatint from the supplementary suite of 17 etchings (9 with aquatint)","plate: 5 9/16 x 3 11/16"" (14.1 x 9.4 cm); sheet: 12 13/16 x 10"" (32.6 x 25.4 cm)","Monroe Wheeler Fund","2501.1967.B12","Illustrated Book","Prints & Illustrated Books","1967-12-13","N","32804","","",NA,NA,NA,14.1,NA,NA,9.4,NA,"","American",78,0,1
"31483","31482","First state of The Water-Mill (supplementary suite, plate 13) from The Large Glass and Related Works, Vol. 1","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1965.0","Etching from the supplementary suite of 17 etchings (9 with aquatint)
","plate: 9 11/16 x 5 9/16"" (24.6 x 14.2cm); sheet: 12 5/8 x 9 15/16"" (32.1 x 25.3cm)","Monroe Wheeler Fund","2501.1967.B13","Illustrated Book","Prints & Illustrated Books","1967-12-13","N","32805","","",NA,NA,NA,24.6,NA,NA,14.2,NA,"","American",78,0,1
"31484","31483","Duplicate of The Water-Mill (supplementary suite, plate 14) from The Large Glass and Related Works, Vol. 1","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1965.0","Etching and aquatint from the supplementary suite of 17 etchings (9 with aquatint)","plate: 9 11/16 x 5 9/16"" (24.6 x 14.1 cm); sheet: 12 13/16 x 10"" (32.5 x 25.4cm)","Monroe Wheeler Fund","2501.1967.B14","Illustrated Book","Prints & Illustrated Books","1967-12-13","N","32806","","",NA,NA,NA,24.6,NA,NA,14.1,NA,"","American",78,0,1
"31485","31484","First state of The Chocolate Grinder and The Scissors (supplementary suite, plate 15) from The Large Glass and Related Works, Vol. 1","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1965.0","Etching from the supplementary suite of 17 etchings (9 with aquatint)
","plate: 10 1/8 x 13"" (25.7 x 33cm); sheet: 12 13/16 x 19 3/4"" (32.6 x 50.2 cm)","Monroe Wheeler Fund","2501.1967.B15","Illustrated Book","Prints & Illustrated Books","1967-12-13","N","32807","","",NA,NA,NA,25.7,NA,NA,33,NA,"","American",78,0,1
"31486","31485","Duplicate of The Chocolate Grinder and The Scissors (supplementary suite, plate 16) from The Large Glass and Related Works, Vol. 1","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1965.0","Etching and aquatint from the supplementary suite of 17 etchings (9 with aquatint)","plate: 10 1/8 x 13"" (25.7 x 33 cm); sheet: 12 13/16 x 19 13/16"" (32.6 x 50.3 cm)","Monroe Wheeler Fund","2501.1967.B16","Illustrated Book","Prints & Illustrated Books","1967-12-13","N","32808","","",NA,NA,NA,25.7,NA,NA,33,NA,"","American",78,0,1
"31487","31486","Duplicate of The Large Glass, with missing elements added or The Large Glass Completed (supplementary suite, plate 17) from The Large Glass and Related Works, Vol. 1","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1965.0","Etching and aquatint from the supplementary suite of 17 etchings (9 with aquatint)","plate: 13 15/16 x 9 3/8"" (35.4 x 23.8 cm); sheet: 19 13/16 x 12 13/16"" (50.4 x 32.6 cm)","Monroe Wheeler Fund","2501.1967.B17","Illustrated Book","Prints & Illustrated Books","1967-12-13","N","32809","","",NA,NA,NA,35.4,NA,NA,23.8,NA,"","American",78,0,1
"31558","31557","Monte Carlo Bond (No. 12)","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1924.0","Cut-and-pasted gelatin silver prints on lithograph with letterpress","12 1/4 x 7 1/2"" (31.2 x 19.3 cm)","Gift of the artist","3.1939","Drawing","Drawings","1939-01-06","Y","32984","http://www.moma.org/collection/works/32984","http://www.moma.org/media/W1siZiIsIjc1MTc0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=a3aac4a994e64365",NA,NA,NA,31.1,NA,NA,19,NA,"","American",37,0,29
"31684","31683","Untitled (Animals and Figures)","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1942.0","Gouache and ink on paper","22 1/2 x 29 7/8"" (57.1 x 76 cm)","Mr. and Mrs. Donald B. Straus Fund","12.1958","Drawing","Drawings","1958-02-19","Y","33138","http://www.moma.org/collection/works/33138","http://www.moma.org/media/W1siZiIsIjI0Mzg5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6043fec9dada3179",NA,NA,NA,57.1,NA,NA,75.9,NA,"","American",30,1,-2
"31700","31699","Untitled","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1945.0","Pastel, gouache, and ink on paper","30 5/8 x 22 3/8"" (77.7 x 56.9 cm)","Blanchette Hooker Rockefeller Fund","13.1958","Drawing","Drawings","1958-02-19","Y","33154","http://www.moma.org/collection/works/33154","http://www.moma.org/media/W1siZiIsIjg4ODYzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=fec2e0c3c99fc01b",NA,NA,NA,77.8,NA,NA,56.8,NA,"","American",33,1,-2
"32225","32224","Untitled","Joan Mitchell","4026","American, 1925–1992","American",1925,"1992.0","Female","1992.0","Pastel on paper","29 1/2 x 21 3/4"" (75 x 55.2 cm)","Purchased with funds provided by Marie-Josée and Henry R. Kravis","85.1996","Drawing","Drawings","1996-03-14","Y","33756","http://www.moma.org/collection/works/33756","",NA,NA,NA,75,NA,NA,55.2,NA,"","American",67,1,-4
"32445","32444","Untitled","Agnes Martin","3787","American, born Canada. 1912–2004","American",1912,"2004.0","Female","1960.0","Ink on paper","11 7/8 x 12 1/8"" (30.2 x 30.6 cm)
","Acquired with matching funds from The Lauder Foundation and the National Endowment for the Arts","107.1979","Drawing","Drawings","1979-05-07","Y","34006","http://www.moma.org/collection/works/34006","http://www.moma.org/media/W1siZiIsIjk3MTgyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=df6be6385416ddff",NA,NA,NA,30.2,NA,NA,30.8,NA,"","American",48,0,25
"32949","32948","Accumulation No. 18a","Yayoi Kusama","3315","Japanese, born 1929","Japanese",1929,"2018.0","Female","1962.0","Paper savers and charcoal on paper","19 3/4 x 25 1/2"" (50.2 x 64.8 cm)","Gift of Jo Carole and Ronald S. Lauder in honor of the Japanese members of The International Council of The Museum of Modern Art, Mr. and Mrs. Toshio Hara, Mr. and Mrs. Minoru Mori, Mr. and Mrs. Takeo Obayashi, and Mr. and Mrs. Seiji Tsutsumi","134.1999","Drawing","Drawings","1999-05-06","Y","34585","http://www.moma.org/collection/works/34585","http://www.moma.org/media/W1siZiIsIjIwMzkzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d9e77ff8a2ed9582",NA,NA,NA,50.2,NA,NA,64.8,NA,"","Japanese",33,0,19
"32987","32986","Untitled","Jean-Michel Basquiat","370","American, 1960–1988","American",1960,"1988.0","Male","1981.0","Oilstick on paper","40 x 60"" (101.6 x 152.4 cm)","Fractional and promised gift of Sheldon H. Solow","137.1991","Drawing","Drawings","1991-05-23","Y","34633","http://www.moma.org/collection/works/34633","http://www.moma.org/media/W1siZiIsIjcwNDAzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=c78cf0e8ad9023c6",NA,NA,NA,101.6,NA,NA,152.4,NA,"","American",21,1,-3
"33057","33056","The Blessing","Barnett Newman","4285","American, 1905–1970","American",1905,"1970.0","Male","1944.0","Oil crayon and wax crayon on paper","25 1/2 x 19 3/8"" (65 x 49 cm)","Fractional and promised gift of Marie-Josée and Henry R. Kravis","143.1999","Drawing","Drawings","1999-05-06","Y","34714","http://www.moma.org/collection/works/34714","http://www.moma.org/media/W1siZiIsIjIyMjE2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6921ab4e7be6e428",NA,NA,NA,64.8,NA,NA,49.2,NA,"","American",39,1,-29
"33117","33116","Untitled","Mark Rothko","5047","American, born Russia now Latvia. 1903–1970","American",1903,"1970.0","Male","1945.0","Watercolor and gouache on paper","21 1/2 x 29 7/8"" (54.7 x 75.8 cm)","Gift of The Mark Rothko Foundation, Inc. (by exchange)","149.1991","Drawing","Drawings","1991-05-23","Y","34796","http://www.moma.org/collection/works/34796","http://www.moma.org/media/W1siZiIsIjI3ODc5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fe00304f553e436e",NA,NA,NA,54.7,NA,NA,75.8,NA,"","American",42,1,-21
"33134","33133","Handmade Stereopticon Slide","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1918.0","Pencil on gelatin silver prints mounted on black-paper-surfaced board","2 5/8 x 6 3/4"" (6.8 x 17.2 cm)","Katherine S. Dreier Bequest","152.1953","Drawing","Drawings","1953-04-07","Y","34823","http://www.moma.org/collection/works/34823","http://www.moma.org/media/W1siZiIsIjIyMzk2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7d475f0c7ab9a584",NA,NA,NA,6.7,NA,NA,17.1,NA,"","American",31,0,15
"33162","33161","Untitled","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1951.0","Ink and colored ink on Japanese paper","24 3/8 x 34 3/8"" (62.1 x 87.3 cm)","The Joan and Lester Avnet Collection","153.1978","Drawing","Drawings","1978-04-04","Y","34857","http://www.moma.org/collection/works/34857","http://www.moma.org/media/W1siZiIsIjYzODEyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=d073866079124e39",NA,NA,NA,61.9,NA,NA,87.3,NA,"","American",39,1,-22
"33185","33184","Archaic Idol","Mark Rothko","5047","American, born Russia now Latvia. 1903–1970","American",1903,"1970.0","Male","1945.0","Ink and gouache on paper","21 7/8 x 30"" (55.6 x 76.2 cm.).","The Joan and Lester Avnet Collection","157.1978.a-b","Drawing","Drawings","1978-04-04","Y","34892","http://www.moma.org/collection/works/34892","http://www.moma.org/media/W1siZiIsIjI5MzE2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=183ea78ca476f51e",NA,NA,NA,55.6,NA,NA,76.2,NA,"","American",42,1,-8
"33208","33207","Red Bird","Agnes Martin","3787","American, born Canada. 1912–2004","American",1912,"2004.0","Female","1964.0","Colored ink and pencil on paper","12 1/4 x 11 7/8"" (31.1 x 30.4 cm)","Gift of Mrs. Bliss Parkinson","159.1966","Drawing","Drawings","1966-02-08","Y","34916","http://www.moma.org/collection/works/34916","http://www.moma.org/media/W1siZiIsIjE3NTk3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0b6c1862f5329d7f",NA,NA,NA,31.1,NA,NA,30.2,NA,"","American",52,0,38
"33226","33225","Advocate of the Personal","Eva Hesse","2623","American, born Germany. 1936–1970","American",1936,"1970.0","Female","1963.0","Gouache and ink on paper","6 1/2 x 22 1/2"" (16.5 x 57.1 cm)","Gift of Sarah-Ann and Werner H. Kramarsky in memory of Sally Ganz","161.1997.a-b","Drawing","Drawings","1997-04-17","Y","34942","http://www.moma.org/collection/works/34942","http://www.moma.org/media/W1siZiIsIjI4Njc5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2711ac8ad2aa456e",NA,NA,NA,16.5,NA,NA,57.1,NA,"","American",27,1,-27
"33412","33411","Untitled","Jean-Michel Basquiat","370","American, 1960–1988","American",1960,"1988.0","Male","1985.0","Cut-and-pasted paper and oilstick on paper","41 1/2 x 29 1/2"" (105.4 x 75 cm)","Acquired in memory of Kevin W. Robbins through funds provided by his family and friends and by the Committee on Drawings","194.1993","Drawing","Drawings","1993-05-05","Y","35204","http://www.moma.org/collection/works/35204","http://www.moma.org/media/W1siZiIsIjI3NDM4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f196a54b7fbc8ca0",NA,NA,NA,105.4,NA,NA,75,NA,"","American",25,1,-5
"33456","33455","Untitled","Yayoi Kusama","3315","Japanese, born 1929","Japanese",1929,"2018.0","Female","1952.0","Pastel and ballpoint pen on paper","14 7/8 x 11 1/2"" (37.9 x 29.4 cm)","Gift of Patricia and Morris Orden in memory of Michèle Fox","209.1996","Drawing","Drawings","1996-05-16","Y","35262","http://www.moma.org/collection/works/35262","http://www.moma.org/media/W1siZiIsIjg4OTg0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=18840a328fed06de",NA,NA,NA,37.9,NA,NA,29.4,NA,"","Japanese",23,0,22
"33462","33461","Flower","Yayoi Kusama","3315","Japanese, born 1929","Japanese",1929,"2018.0","Female","1953.0","Ink, gouache, and pastel on paper","15 3/4 x 13 1/4"" (40.1 x 33.8 cm)","Purchased with funds given by Sheldon H. Solow","210.1996","Drawing","Drawings","1996-05-16","Y","35270","http://www.moma.org/collection/works/35270","http://www.moma.org/media/W1siZiIsIjE4MTk3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=afa077c952d9a48e",NA,NA,NA,40.1,NA,NA,33.8,NA,"","Japanese",24,0,22
"33494","33493","Designs for Chessmen","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1920.0","Ink, pencil, and relief printing on paper","8 5/8 x 9"" (21.9 x 22.9 cm) each","Katherine S. Dreier Bequest","215.1953.a-d","Drawing","Drawings","1953-04-07","Y","35308","http://www.moma.org/collection/works/35308","http://www.moma.org/media/W1siZiIsIjk3NjY0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=1e89c2fefaeb4321",NA,NA,NA,21.9,NA,NA,22.9,NA,"","American",33,0,15
"33628","33627","Untitled","Yayoi Kusama","3315","Japanese, born 1929","Japanese",1929,"2018.0","Female","1952.0","Ink on paper","15 3/4 x 11 7/8"" (40 x 30 cm)","Purchase","244.2000","Drawing","Drawings","2000-05-17","Y","35490","http://www.moma.org/collection/works/35490","http://www.moma.org/media/W1siZiIsIjIzNDk1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=32890c471271a184",NA,NA,NA,40,NA,NA,30.2,NA,"","Japanese",23,0,18
"33632","33631","Untitled","Yayoi Kusama","3315","Japanese, born 1929","Japanese",1929,"2018.0","Female","1952.0","Charcoal and ink on paper","15 3/4 x 11 7/8"" (40 x 30 cm)","Purchase","245.2000","Drawing","Drawings","2000-05-17","Y","35495","http://www.moma.org/collection/works/35495","http://www.moma.org/media/W1siZiIsIjIwNzU0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=acaee56ebb4fe25d",NA,NA,NA,40,NA,NA,30.2,NA,"","Japanese",23,0,18
"33823","33822","Untitled","Jackson Pollock","4675","American, 1912–1956","American",1912,"1956.0","Male","1953.0","a. Ink and colored ink on paper  b. Oil and gouache on paper","15 3/4 x 20 1/2"" (40.0 x 52.1 cm)","Gift of Mr. and Mrs. Ira Haupt","263.1957.a-b","Drawing","Drawings","1957-12-04","Y","35733","http://www.moma.org/collection/works/35733","http://www.moma.org/media/W1siZiIsIjE1NDc3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7bacdd1241c08716",NA,NA,NA,NA,NA,NA,NA,NA,"","American",41,1,-1
